Quantity,Category,Discount,Region,Segment,Ship Mode,State,Sub-Category,Sales
3,Furniture,0.0,East,Consumer,Standard Class,Delaware,Bookcases,299.97
2,Technology,0.0,East,Consumer,Standard Class,Delaware,Phones,89.98
4,Office Supplies,0.0,South,Corporate,First Class,Alabama,Supplies,477.24
2,Technology,0.0,South,Corporate,First Class,Alabama,Accessories,25.98
5,Office Supplies,0.2,East,Consumer,Second Class,Ohio,Envelopes,46.72
2,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,35.34
6,Furniture,0.0,West,Corporate,Second Class,California,Furnishings,257.64
3,Technology,0.2,West,Corporate,Second Class,California,Phones,125.976
1,Technology,0.2,South,Consumer,Second Class,North Carolina,Accessories,79.992
3,Furniture,0.3,East,Consumer,Standard Class,Massachusetts,Tables,700.056
4,Technology,0.2,Central,Home Office,Standard Class,Texas,Accessories,27.168
3,Office Supplies,0.7,South,Consumer,Standard Class,Florida,Binders,8.226
3,Furniture,0.2,West,Consumer,Standard Class,Washington,Chairs,585.552
11,Office Supplies,0.0,West,Consumer,Second Class,California,Storage,423.28
2,Furniture,0.2,West,Consumer,Standard Class,California,Chairs,225.296
2,Office Supplies,0.0,West,Consumer,Standard Class,California,Art,5.56
3,Technology,0.0,West,Consumer,Standard Class,California,Accessories,323.37
5,Technology,0.2,West,Consumer,Standard Class,California,Phones,783.96
5,Office Supplies,0.0,West,Consumer,Standard Class,California,Appliances,1447.65
2,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,11.96
3,Technology,0.0,East,Consumer,Second Class,New York,Accessories,239.97
4,Furniture,0.0,South,Home Office,Standard Class,Georgia,Furnishings,76.92
4,Office Supplies,0.0,South,Home Office,Standard Class,Georgia,Storage,481.32
5,Office Supplies,0.0,West,Home Office,First Class,Utah,Paper,48.4
1,Technology,0.0,West,Home Office,First Class,California,Accessories,0.99
5,Office Supplies,0.2,West,Home Office,First Class,California,Binders,101.84
3,Office Supplies,0.7,East,Home Office,Standard Class,Pennsylvania,Binders,10.332
5,Office Supplies,0.7,East,Home Office,Standard Class,Pennsylvania,Binders,31.155
2,Office Supplies,0.2,East,Home Office,Standard Class,Pennsylvania,Storage,8.928
1,Office Supplies,0.2,East,Consumer,First Class,Pennsylvania,Appliances,34.384
8,Office Supplies,0.2,East,Consumer,First Class,Pennsylvania,Appliances,1924.16
2,Office Supplies,0.8,Central,Consumer,Standard Class,Texas,Appliances,32.192
7,Technology,0.2,Central,Consumer,Standard Class,Texas,Accessories,50.12
3,Technology,0.2,Central,Consumer,Standard Class,Texas,Accessories,47.976
5,Office Supplies,0.0,Central,Consumer,Standard Class,Wisconsin,Storage,54.5
3,Furniture,0.2,South,Consumer,First Class,Florida,Furnishings,19.104
3,Office Supplies,0.0,Central,Consumer,Standard Class,Michigan,Binders,49.44
2,Office Supplies,0.2,East,Home Office,Standard Class,Ohio,Paper,10.368
7,Office Supplies,0.2,West,Corporate,Standard Class,Colorado,Appliances,60.984
2,Furniture,0.15,West,Consumer,Second Class,California,Bookcases,195.466
8,Furniture,0.2,South,Corporate,Standard Class,Florida,Furnishings,23.68
3,Technology,0.2,South,Corporate,Standard Class,Florida,Accessories,2.376
4,Office Supplies,0.0,East,Consumer,First Class,New York,Labels,59.2
10,Office Supplies,0.0,Central,Consumer,Standard Class,Minnesota,Art,22.0
2,Technology,0.0,Central,Consumer,Standard Class,Michigan,Phones,257.98
2,Technology,0.4,East,Corporate,Standard Class,Pennsylvania,Phones,23.988
4,Technology,0.4,East,Corporate,Standard Class,Ohio,Phones,23.976
4,Furniture,0.2,West,Home Office,First Class,California,Chairs,601.536
2,Office Supplies,0.0,West,Home Office,First Class,California,Fasteners,7.9
5,Furniture,0.6,Central,Corporate,Standard Class,Texas,Furnishings,58.36
7,Office Supplies,0.2,Central,Corporate,Standard Class,Texas,Art,16.464
5,Furniture,0.6,Central,Corporate,Standard Class,Texas,Furnishings,39.96
2,Office Supplies,0.0,Central,Corporate,First Class,Nebraska,Appliances,25.96
3,Office Supplies,0.0,Central,Corporate,First Class,Nebraska,Appliances,36.27
1,Office Supplies,0.0,Central,Corporate,First Class,Nebraska,Paper,6.48
14,Technology,0.2,West,Corporate,Standard Class,California,Phones,1075.088
4,Technology,0.2,West,Corporate,Standard Class,California,Phones,438.368
7,Office Supplies,0.2,West,Corporate,Standard Class,California,Binders,18.088
3,Furniture,0.15,West,Corporate,Standard Class,California,Bookcases,308.499
4,Office Supplies,0.0,South,Consumer,Standard Class,Arkansas,Art,13.36
2,Office Supplies,0.0,South,Consumer,Standard Class,Arkansas,Paper,39.96
5,Office Supplies,0.0,South,Consumer,Standard Class,Arkansas,Binders,145.85
5,Technology,0.2,South,Corporate,First Class,Florida,Phones,783.96
1,Office Supplies,0.2,West,Consumer,First Class,Oregon,Art,7.88
3,Furniture,0.0,West,Consumer,Standard Class,New Mexico,Furnishings,41.37
3,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,12.84
6,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,25.68
2,Furniture,0.3,Central,Consumer,Standard Class,Texas,Chairs,47.516
2,Office Supplies,0.0,West,Consumer,Second Class,Washington,Fasteners,9.42
2,Office Supplies,0.0,West,Consumer,Second Class,Washington,Paper,12.96
5,Furniture,0.0,West,Consumer,Second Class,Washington,Bookcases,704.9
2,Furniture,0.2,West,Consumer,Second Class,Washington,Chairs,561.568
9,Office Supplies,0.0,Central,Home Office,Second Class,Wisconsin,Paper,179.82
6,Furniture,0.0,Central,Home Office,Second Class,Wisconsin,Furnishings,185.58
3,Furniture,0.0,Central,Home Office,Second Class,Wisconsin,Tables,214.11
4,Technology,0.0,Central,Home Office,Second Class,Wisconsin,Accessories,999.96
3,Furniture,0.0,Central,Home Office,Second Class,Wisconsin,Tables,653.55
5,Office Supplies,0.0,East,Home Office,Standard Class,Massachusetts,Binders,114.6
1,Furniture,0.0,East,Home Office,Standard Class,Massachusetts,Chairs,60.74
2,Furniture,0.0,East,Home Office,Standard Class,Massachusetts,Furnishings,124.36
6,Office Supplies,0.0,East,Home Office,Standard Class,Massachusetts,Storage,1088.76
5,Office Supplies,0.2,West,Consumer,First Class,California,Binders,6.72
3,Furniture,0.2,West,Consumer,First Class,California,Tables,298.776
3,Technology,0.2,West,Consumer,Standard Class,California,Phones,302.376
2,Office Supplies,0.2,Central,Consumer,First Class,Texas,Art,8.928
2,Office Supplies,0.2,Central,Consumer,First Class,Texas,Storage,47.584
8,Office Supplies,0.2,Central,Home Office,Standard Class,Texas,Paper,33.792
2,Furniture,0.32,Central,Home Office,Standard Class,Texas,Bookcases,300.5328
2,Office Supplies,0.8,Central,Home Office,Standard Class,Texas,Binders,2.724
2,Office Supplies,0.2,Central,Home Office,Standard Class,Texas,Envelopes,3.264
6,Office Supplies,0.2,East,Consumer,First Class,Ohio,Paper,108.336
5,Office Supplies,0.2,East,Consumer,First Class,Ohio,Storage,55.92
2,Office Supplies,0.2,East,Consumer,First Class,Ohio,Paper,78.304
5,Office Supplies,0.2,West,Consumer,Standard Class,Oregon,Storage,443.92
3,Technology,0.2,West,Consumer,Standard Class,Oregon,Phones,155.976
7,Office Supplies,0.0,South,Corporate,Second Class,Alabama,Art,15.47
2,Office Supplies,0.0,South,Corporate,Second Class,Alabama,Binders,7.16
1,Office Supplies,0.0,West,Consumer,Standard Class,California,Appliances,10.89
3,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,19.44
5,Office Supplies,0.2,West,Consumer,Standard Class,California,Binders,121.6
2,Technology,0.5,South,Consumer,First Class,Florida,Machines,695.7
1,Office Supplies,0.0,East,Corporate,Second Class,New York,Storage,120.33
4,Furniture,0.0,South,Home Office,Standard Class,Virginia,Chairs,1139.92
7,Office Supplies,0.2,South,Consumer,Second Class,North Carolina,Paper,229.544
2,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Storage,143.728
3,Technology,0.2,East,Consumer,Standard Class,Pennsylvania,Accessories,36.048
8,Furniture,0.3,Central,Corporate,Standard Class,Illinois,Chairs,845.488
3,Office Supplies,0.0,East,Consumer,First Class,Massachusetts,Art,50.94
3,Office Supplies,0.8,Central,Home Office,Standard Class,Illinois,Binders,762.594
6,Furniture,0.0,South,Corporate,Standard Class,Georgia,Furnishings,56.28
3,Office Supplies,0.0,South,Corporate,Standard Class,Georgia,Binders,2690.97
6,Office Supplies,0.7,South,Corporate,Standard Class,Florida,Binders,7.434
1,Office Supplies,0.2,East,Corporate,First Class,Pennsylvania,Storage,64.784
1,Furniture,0.0,East,Consumer,Second Class,New York,Furnishings,14.98
4,Furniture,0.0,East,Consumer,Second Class,New York,Furnishings,20.32
3,Office Supplies,0.0,East,Corporate,Same Day,Massachusetts,Storage,40.29
7,Office Supplies,0.0,Central,Consumer,Standard Class,South Dakota,Labels,20.23
4,Furniture,0.2,West,Corporate,First Class,California,Chairs,1603.136
2,Furniture,0.2,South,Consumer,Second Class,North Carolina,Chairs,225.296
4,Technology,0.0,South,Consumer,Standard Class,Georgia,Accessories,67.8
3,Technology,0.0,South,Consumer,Standard Class,Georgia,Phones,377.97
9,Furniture,0.0,South,Consumer,Standard Class,Georgia,Bookcases,1628.82
7,Office Supplies,0.0,South,Consumer,Standard Class,Georgia,Paper,286.93
4,Office Supplies,0.2,South,Consumer,Standard Class,Florida,Paper,20.736
3,Office Supplies,0.0,West,Consumer,Same Day,California,Storage,31.44
7,Office Supplies,0.0,West,Consumer,Same Day,California,Appliances,83.79
3,Office Supplies,0.0,West,Consumer,Same Day,California,Art,59.52
4,Office Supplies,0.0,West,Consumer,Same Day,California,Supplies,31.92
5,Office Supplies,0.2,East,Consumer,Second Class,Ohio,Supplies,14.72
3,Office Supplies,0.2,East,Consumer,Second Class,Ohio,Storage,38.976
2,Furniture,0.2,South,Consumer,Standard Class,Florida,Furnishings,17.088
3,Office Supplies,0.2,West,Corporate,Standard Class,Arizona,Paper,74.352
3,Furniture,0.2,West,Corporate,Standard Class,Arizona,Chairs,314.352
1,Office Supplies,0.0,West,Consumer,Standard Class,California,Art,4.26
8,Office Supplies,0.0,West,Consumer,Standard Class,California,Storage,811.28
3,Office Supplies,0.0,East,Consumer,First Class,New York,Fasteners,6.03
2,Furniture,0.2,West,Consumer,Second Class,California,Chairs,153.568
7,Furniture,0.2,West,Consumer,Second Class,California,Chairs,1013.488
2,Office Supplies,0.0,East,Home Office,Standard Class,New Jersey,Envelopes,52.34
2,Office Supplies,0.0,East,Home Office,Standard Class,New Jersey,Art,4.66
3,Technology,0.0,East,Home Office,Standard Class,New Jersey,Accessories,254.97
6,Office Supplies,0.0,East,Home Office,Second Class,New Jersey,Binders,25.44
3,Office Supplies,0.0,East,Home Office,Second Class,New Jersey,Supplies,27.93
5,Office Supplies,0.8,Central,Consumer,Standard Class,Illinois,Binders,8.85
4,Furniture,0.0,West,Consumer,Second Class,California,Furnishings,6.96
2,Office Supplies,0.2,West,Consumer,Standard Class,California,Binders,17.456
5,Furniture,0.2,West,Consumer,Standard Class,Arizona,Chairs,307.92
3,Office Supplies,0.0,West,Consumer,First Class,California,Art,6.63
2,Office Supplies,0.0,West,Consumer,First Class,California,Paper,12.96
5,Office Supplies,0.0,West,Consumer,First Class,California,Paper,32.4
5,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Paper,23.85
2,Furniture,0.0,South,Consumer,Second Class,Louisiana,Chairs,51.96
3,Office Supplies,0.0,South,Consumer,Second Class,Louisiana,Binders,17.94
2,Office Supplies,0.0,East,Corporate,Standard Class,New York,Paper,11.56
5,Office Supplies,0.0,East,Corporate,Standard Class,New York,Paper,26.4
11,Furniture,0.0,East,Corporate,Standard Class,New York,Furnishings,69.08
3,Technology,0.0,East,Corporate,Standard Class,New York,Phones,35.88
5,Office Supplies,0.0,East,Consumer,Standard Class,New York,Art,49.65
4,Technology,0.2,South,Corporate,Standard Class,North Carolina,Copiers,959.968
2,Furniture,0.3,Central,Consumer,Standard Class,Texas,Chairs,408.422
2,Technology,0.2,East,Consumer,Standard Class,New York,Copiers,479.984
4,Office Supplies,0.0,East,Consumer,Standard Class,New York,Labels,12.6
7,Office Supplies,0.0,South,Home Office,Standard Class,Georgia,Paper,184.66
5,Office Supplies,0.2,Central,Consumer,Standard Class,Illinois,Paper,23.12
7,Office Supplies,0.2,Central,Corporate,Standard Class,Illinois,Paper,37.464
3,Furniture,0.3,Central,Corporate,Standard Class,Illinois,Chairs,539.658
2,Office Supplies,0.0,West,Home Office,Standard Class,Washington,Storage,310.12
2,Office Supplies,0.0,Central,Consumer,Standard Class,Minnesota,Paper,8.56
5,Office Supplies,0.0,Central,Consumer,Standard Class,Minnesota,Storage,52.4
3,Office Supplies,0.0,Central,Consumer,Standard Class,Minnesota,Labels,14.94
3,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Fasteners,11.22
4,Office Supplies,0.2,South,Consumer,Standard Class,Florida,Appliances,387.136
5,Office Supplies,0.0,East,Consumer,Standard Class,New York,Envelopes,41.4
4,Office Supplies,0.0,East,Consumer,Standard Class,New York,Art,35.0
3,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,39.552
3,Technology,0.0,Central,Consumer,Second Class,Indiana,Phones,135.72
2,Office Supplies,0.0,Central,Consumer,Second Class,Indiana,Binders,12.56
4,Technology,0.0,Central,Consumer,Second Class,Indiana,Phones,263.96
1,Office Supplies,0.2,Central,Consumer,First Class,Texas,Art,5.952
5,Office Supplies,0.2,East,Corporate,Same Day,Pennsylvania,Fasteners,15.8
2,Furniture,0.2,East,Corporate,Same Day,Pennsylvania,Furnishings,14.368
7,Furniture,0.2,East,Corporate,Same Day,Pennsylvania,Furnishings,70.448
2,Office Supplies,0.0,West,Consumer,Same Day,California,Storage,129.3
3,Office Supplies,0.8,Central,Home Office,Second Class,Texas,Binders,3.882
1,Office Supplies,0.0,Central,Corporate,Standard Class,Michigan,Fasteners,6.08
1,Office Supplies,0.0,East,Consumer,First Class,New York,Appliances,19.9
1,Furniture,0.0,East,Consumer,First Class,New York,Furnishings,70.71
3,Furniture,0.0,South,Consumer,Second Class,Georgia,Furnishings,18.84
3,Office Supplies,0.0,Central,Consumer,Standard Class,Minnesota,Art,8.64
4,Office Supplies,0.7,South,Home Office,Standard Class,North Carolina,Binders,1633.188
4,Furniture,0.0,Central,Home Office,Standard Class,Michigan,Furnishings,19.76
2,Office Supplies,0.2,West,Consumer,Same Day,California,Binders,6.608
2,Office Supplies,0.2,West,Consumer,Same Day,California,Binders,7.28
1,Furniture,0.2,West,Consumer,Same Day,California,Chairs,144.784
1,Technology,0.2,West,Consumer,Standard Class,Washington,Phones,156.792
3,Technology,0.2,West,Consumer,Standard Class,Washington,Phones,431.976
1,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Envelopes,35.89
7,Office Supplies,0.2,West,Consumer,Standard Class,Washington,Binders,47.208
7,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Paper,248.08
5,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Paper,189.7
3,Office Supplies,0.2,West,Consumer,Standard Class,Washington,Binders,59.808
1,Furniture,0.0,Central,Corporate,Standard Class,Wisconsin,Chairs,90.99
7,Furniture,0.0,Central,Corporate,Standard Class,Wisconsin,Chairs,1526.56
3,Furniture,0.0,Central,Corporate,Standard Class,Wisconsin,Chairs,368.97
9,Office Supplies,0.0,West,Consumer,Standard Class,California,Storage,305.01
1,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,18.7
7,Furniture,0.0,West,Consumer,First Class,California,Furnishings,38.29
3,Furniture,0.0,West,Home Office,Standard Class,California,Furnishings,26.25
14,Office Supplies,0.2,West,Home Office,Standard Class,California,Binders,64.96
5,Office Supplies,0.0,West,Home Office,Standard Class,California,Envelopes,43.7
4,Technology,0.2,West,Home Office,Same Day,Arizona,Accessories,41.6
5,Office Supplies,0.2,West,Home Office,Same Day,Arizona,Paper,23.12
2,Furniture,0.2,West,Home Office,Same Day,Arizona,Chairs,113.888
2,Technology,0.2,West,Home Office,Same Day,Arizona,Phones,7.92
2,Technology,0.2,West,Home Office,Same Day,Arizona,Phones,671.984
1,Technology,0.0,East,Corporate,Standard Class,New York,Phones,39.99
3,Furniture,0.1,East,Home Office,Standard Class,New York,Chairs,191.646
1,Office Supplies,0.7,East,Consumer,Standard Class,Ohio,Binders,2.313
4,Office Supplies,0.2,West,Consumer,Standard Class,California,Binders,19.936
4,Office Supplies,0.0,West,Consumer,Standard Class,California,Fasteners,45.92
3,Office Supplies,0.0,West,Home Office,Standard Class,Washington,Paper,20.34
8,Office Supplies,0.0,West,Home Office,Standard Class,Washington,Labels,39.28
2,Furniture,0.2,West,Corporate,Second Class,California,Chairs,81.568
2,Furniture,0.2,West,Corporate,Second Class,California,Chairs,97.184
5,Office Supplies,0.2,West,Corporate,Second Class,California,Binders,24.32
2,Furniture,0.0,West,Corporate,Second Class,California,Furnishings,18.96
6,Furniture,0.6,Central,Consumer,Standard Class,Illinois,Furnishings,32.952
4,Office Supplies,0.2,Central,Consumer,Standard Class,Illinois,Storage,30.016
3,Office Supplies,0.2,South,Consumer,Second Class,North Carolina,Appliances,499.584
6,Office Supplies,0.2,South,Consumer,Second Class,North Carolina,Paper,31.104
8,Office Supplies,0.7,South,Consumer,Second Class,North Carolina,Binders,13.272
2,Furniture,0.2,South,Consumer,Second Class,North Carolina,Furnishings,28.272
